id,video_id,start_frame,end_frame,class,total_frames,fps
6727,train2232,233,330,8,396,29.0
6728,train2233,90,119,10,408,30.0
6729,train2233,353,402,17,408,30.0
6730,train2234,329,346,25,348,30.0
6731,train2234,104,209,19,348,30.0
6732,train2234,209,258,20,348,30.0
6733,train2234,2,56,8,348,30.0
6734,train2234,75,98,7,348,30.0
6735,train2234,114,144,2,348,30.0
6736,train2234,188,219,8,348,30.0
6737,train2234,281,321,10,348,30.0
6738,train2235,77,99,6,160,30.0
6739,train2235,99,123,5,160,30.0
6740,train2235,123,156,6,160,30.0
6741,train2236,18,76,10,326,29.0
6742,train2236,139,304,0,326,29.0
6743,train2236,151,241,21,326,29.0
6744,train2237,0,438,11,442,30.0
6745,train2237,24,48,8,442,30.0
6746,train2237,165,186,8,442,30.0
6747,train2238,6,204,21,217,30.0
6748,train2238,3,47,8,217,30.0
6749,train2239,0,129,22,321,30.0
6750,train2239,129,319,19,321,30.0
6751,train2239,297,319,5,321,30.0
6752,train2240,92,131,17,153,30.0
6753,train2240,93,135,8,153,30.0
6754,train2240,75,123,19,153,30.0
6755,train2241,0,323,24,325,30.0
6756,train2241,3,170,48,325,30.0
6757,train2241,0,24,8,325,30.0
6758,train2241,122,159,8,325,30.0
6759,train2242,0,181,23,358,30.0
6760,train2242,178,357,19,358,30.0
6761,train2243,0,325,24,326,30.0
6762,train2243,0,325,11,326,30.0
6763,train2243,161,200,8,326,30.0
6764,train2244,0,338,21,339,30.0
6765,train2244,215,338,24,339,30.0
6766,train2245,0,117,19,313,30.0
6767,train2245,228,312,48,313,30.0
6768,train2245,18,285,8,313,30.0
6769,train2246,167,189,7,307,30.0
6770,train2246,137,171,8,307,30.0
6771,train2246,252,294,7,307,30.0
6772,train2247,101,125,9,159,30.0
6773,train2247,128,155,9,159,30.0
6774,train2248,114,165,19,223,30.0
6775,train2248,59,87,8,223,30.0
6776,train2248,86,125,9,223,30.0
6777,train2248,149,182,5,223,30.0
6778,train2249,0,339,24,426,30.0
6779,train2249,339,425,8,426,30.0
6780,train2250,0,36,27,269,30.0
6781,train2250,64,267,7,269,30.0
6782,train2251,48,285,49,398,30.0
6783,train2251,285,336,19,398,30.0
6784,train2251,99,150,8,398,30.0
6785,train2251,139,256,9,398,30.0
6786,train2251,260,296,9,398,30.0
6787,train2251,296,390,8,398,30.0
6788,train2252,0,381,49,382,30.0
6789,train2252,0,85,29,382,30.0
6790,train2253,2,186,22,367,30.0
6791,train2253,183,257,49,367,30.0
6792,train2253,238,366,24,367,30.0
6793,train2254,0,23,19,391,30.0
6794,train2254,42,141,30,391,30.0
6795,train2254,270,389,49,391,30.0
6796,train2254,0,179,8,391,30.0
6797,train2254,179,309,9,391,30.0
6798,train2254,375,389,9,391,30.0
6799,train2255,0,11,19,436,30.0
6800,train2255,0,435,10,436,30.0
6801,train2255,290,434,8,436,30.0
6802,train2255,0,35,19,436,30.0
6803,train2255,33,201,8,436,30.0
6804,train2256,82,148,2,427,30.0
6805,train2256,33,246,49,427,30.0
6806,train2257,0,441,8,442,30.0
6807,train2257,0,441,11,442,30.0
6808,train2258,41,107,8,310,30.0
6809,train2258,156,215,19,310,30.0
6810,train2258,2,309,10,310,30.0
6811,train2258,2,80,19,310,30.0
6812,train2258,213,309,8,310,30.0
6813,train2259,0,73,10,296,29.0
6814,train2259,0,98,8,296,29.0
6815,train2259,208,289,9,296,29.0
6816,train2259,100,143,23,296,29.0
6817,train2259,0,294,24,296,29.0
6818,train2260,57,106,8,402,29.0
6819,train2260,106,157,30,402,29.0
6820,train2260,146,198,13,402,29.0
6821,train2260,91,201,0,402,29.0
6822,train2261,86,150,16,282,30.0
6823,train2261,164,228,7,282,30.0
6824,train2261,236,281,9,282,30.0
6825,train2262,0,189,8,376,30.0
6826,train2262,320,374,9,376,30.0
6827,train2263,2,81,49,162,30.0
6828,train2263,0,72,2,162,30.0
6829,train2264,0,101,21,325,30.0
6830,train2264,129,321,49,325,30.0
6831,train2264,99,188,28,325,30.0
6832,train2264,71,159,1,325,30.0
6833,train2265,0,264,49,266,30.0
6834,train2265,0,25,5,266,30.0
6835,train2266,0,298,24,300,30.0
6836,train2266,0,31,8,300,30.0
6837,train2266,0,144,0,300,30.0
6838,train2267,133,170,1,275,29.0
6839,train2267,156,254,38,275,29.0
6840,train2267,254,272,48,275,29.0
6841,train2268,2,373,20,375,30.0
6842,train2268,0,154,6,375,30.0
6843,train2268,189,373,0,375,30.0
6844,train2269,0,416,42,418,30.0
6845,train2269,398,416,0,418,30.0
6846,train2270,12,77,10,324,30.0
6847,train2270,66,155,31,324,30.0
6848,train2270,56,176,9,324,30.0
6849,train2271,0,38,9,412,30.0
6850,train2271,38,77,23,412,30.0
6851,train2271,82,411,23,412,30.0
6852,train2272,0,266,24,370,30.0
6853,train2272,87,136,8,370,30.0
6854,train2272,244,369,20,370,30.0
6855,train2273,0,61,30,278,29.0
6856,train2273,0,49,49,278,29.0
6857,train2273,56,277,50,278,29.0
6858,train2274,0,66,8,394,30.0
6859,train2274,39,171,5,394,30.0
6860,train2274,162,323,22,394,30.0
6861,train2274,0,272,31,394,30.0
6862,train2275,3,42,37,170,30.0
6863,train2275,42,89,11,170,30.0
6864,train2276,0,301,12,302,29.0
6865,train2276,68,93,9,302,29.0
6866,train2277,0,360,14,385,30.0
6867,train2277,249,363,9,385,30.0
6868,train2278,0,278,24,280,30.0
6869,train2278,104,134,19,280,30.0
6870,train2278,251,278,19,280,30.0
6871,train2278,0,77,9,280,30.0
6872,train2279,105,177,8,256,30.0
6873,train2279,156,240,19,256,30.0
6874,train2279,0,99,8,256,30.0
6875,train2280,0,24,8,386,30.0
6876,train2280,0,385,33,386,30.0
6877,train2281,35,50,48,193,30.0
6878,train2281,48,90,49,193,30.0
6879,train2281,71,93,1,193,30.0
6880,train2281,93,113,30,193,30.0
6881,train2281,113,164,0,193,30.0
6882,train2282,0,395,21,397,30.0
6883,train2282,194,314,8,397,30.0
6884,train2283,37,61,19,157,30.0
6885,train2283,59,117,49,157,30.0
6886,train2284,72,114,9,186,30.0
6887,train2284,117,167,9,186,30.0
6888,train2285,0,146,8,420,30.0
6889,train2285,144,418,17,420,30.0
6890,train2286,0,314,21,316,30.0
6891,train2286,12,42,7,316,30.0
6892,train2286,156,204,9,316,30.0
6893,train2287,0,407,12,408,30.0
6894,train2287,200,404,9,408,30.0
6895,train2288,0,129,8,260,30.0
6896,train2288,22,259,21,260,30.0
6897,train2289,149,169,19,304,30.0
6898,train2289,169,301,49,304,30.0
6899,train2290,94,114,5,340,29.0
6900,train2290,0,15,21,340,29.0
6901,train2290,0,72,17,340,29.0
6902,train2290,68,338,23,340,29.0
6903,train2291,0,341,24,343,30.0
6904,train2291,285,341,32,343,30.0
6905,train2291,2,41,7,343,30.0
6906,train2291,135,174,5,343,30.0
6907,train2291,182,216,1,343,30.0
6908,train2292,0,354,24,355,30.0
6909,train2292,0,35,12,355,30.0
6910,train2292,39,72,32,355,30.0
6911,train2293,150,189,29,425,29.0
6912,train2293,0,206,12,425,29.0
6913,train2293,210,423,12,425,29.0
6914,train2293,208,274,34,425,29.0
6915,train2293,245,317,7,425,29.0
6916,train2294,2,62,11,151,30.0
6917,train2294,39,53,8,151,30.0
6918,train2295,122,134,20,151,30.0
6919,train2295,134,149,48,151,30.0
6920,train2296,2,107,8,208,30.0
6921,train2296,81,101,10,208,30.0
6922,train2297,2,52,9,170,29.0
6923,train2297,51,88,7,170,29.0
6924,train2297,0,168,21,170,29.0
6925,train2298,0,347,21,348,30.0
6926,train2298,92,174,9,348,30.0
6927,train2299,44,117,49,151,30.0
6928,train2299,78,101,30,151,30.0
6929,train2299,54,117,2,151,30.0
6930,train2300,14,33,19,154,30.0
6931,train2300,14,39,6,154,30.0
6932,train2300,83,116,19,154,30.0
6933,train2301,0,170,43,346,30.0
6934,train2301,182,344,48,346,30.0
6935,train2301,0,203,7,346,30.0
6936,train2301,176,345,8,346,30.0
6937,train2302,0,360,24,436,30.0
6938,train2302,360,435,30,436,30.0
6939,train2302,225,258,8,436,30.0
6940,train2303,0,168,24,211,30.0
6941,train2303,35,84,19,211,30.0
6942,train2303,107,180,49,211,30.0
6943,train2303,0,33,9,211,30.0
6944,train2303,102,144,7,211,30.0
6945,train2303,132,155,8,211,30.0
6946,train2304,59,261,25,343,30.0
6947,train2304,0,342,21,343,30.0
6948,train2304,0,37,5,343,30.0
6949,train2304,53,97,8,343,30.0
6950,train2304,167,198,8,343,30.0
6951,train2305,0,90,9,334,30.0
6952,train2305,39,332,23,334,30.0
6953,train2306,0,176,25,222,29.0
6954,train2306,129,183,9,222,29.0
6955,train2307,0,35,48,306,30.0
6956,train2307,35,120,19,306,30.0
6957,train2307,120,153,48,306,30.0
6958,train2308,95,149,49,198,30.0
6959,train2308,50,125,9,198,30.0
6960,train2309,60,98,19,146,29.0
6961,train2309,76,127,7,146,29.0
6962,train2310,6,75,19,345,30.0
6963,train2310,189,278,49,345,30.0
6964,train2310,126,174,9,345,30.0
6965,train2311,56,90,9,202,30.0
6966,train2311,92,132,9,202,30.0
6967,train2311,132,158,7,202,30.0
6968,train2312,79,126,38,251,29.0
6969,train2312,0,250,7,251,29.0
6970,train2313,1,157,32,310,30.0
6971,train2313,154,309,21,310,30.0
6972,train2314,0,91,8,238,30.0
6973,train2314,0,155,0,238,30.0
6974,train2314,152,237,10,238,30.0
6975,train2315,0,254,19,255,30.0
6976,train2315,0,254,10,255,30.0
6977,train2316,0,308,12,310,29.0
6978,train2316,273,308,10,310,29.0
6979,train2317,0,87,24,174,30.0
6980,train2317,0,36,19,174,30.0
6981,train2318,244,297,19,334,30.0
6982,train2318,276,332,49,334,30.0
6983,train2318,0,92,9,334,30.0
6984,train2318,92,284,8,334,30.0
6985,train2319,46,95,14,186,30.0
6986,train2319,46,95,19,186,30.0
6987,train2319,95,122,49,186,30.0
6988,train2319,17,84,8,186,30.0
6989,train2320,0,428,19,430,30.0
6990,train2320,0,415,9,430,30.0
6991,train2321,23,91,0,412,29.0
6992,train2321,23,91,29,412,29.0
6993,train2321,306,359,10,412,29.0
6994,train2322,0,298,24,299,30.0
6995,train2322,231,298,12,299,30.0
6996,train2323,11,248,17,286,30.0
6997,train2323,39,69,48,286,30.0
6998,train2324,125,191,49,310,30.0
6999,train2324,189,303,14,310,30.0
7000,train2325,153,212,49,232,30.0
7001,train2325,0,231,8,232,30.0
7002,train2326,0,57,30,333,30.0
7003,train2326,0,81,48,333,30.0
7004,train2326,77,332,21,333,30.0
7005,train2327,0,33,30,344,30.0
7006,train2327,186,343,24,344,30.0
7007,train2327,25,219,12,344,30.0
7008,train2327,78,129,10,344,30.0
7009,train2327,132,174,7,344,30.0
7010,train2328,0,298,24,299,30.0
7011,train2328,77,113,12,299,30.0
7012,train2328,117,150,32,299,30.0
7013,train2328,0,60,9,299,30.0
7014,train2329,75,156,24,161,30.0
7015,train2329,90,120,10,161,30.0
7016,train2329,138,156,10,161,30.0
7017,train2330,0,185,19,333,30.0
7018,train2330,230,332,22,333,30.0
7019,train2330,162,305,5,333,30.0
7020,train2331,0,396,24,398,30.0
7021,train2331,6,54,8,398,30.0
7022,train2331,197,254,9,398,30.0
7023,train2332,0,56,17,366,30.0
7024,train2332,32,177,23,366,30.0
7025,train2332,179,363,17,366,30.0
7026,train2333,2,87,17,171,30.0
7027,train2333,2,87,48,171,30.0
7028,train2333,110,169,9,171,30.0
7029,train2334,122,145,27,147,29.0
7030,train2334,122,145,31,147,29.0
7031,train2335,69,251,16,274,30.0
7032,train2335,108,144,8,274,30.0
7033,train2336,0,151,30,355,30.0
7034,train2336,151,353,12,355,30.0
7035,train2337,0,26,13,194,30.0
7036,train2337,24,62,27,194,30.0
7037,train2337,62,135,1,194,30.0
7038,train2337,135,156,19,194,30.0
7039,train2338,0,441,23,442,30.0
7040,train2338,264,441,7,442,30.0
7041,train2339,91,144,10,186,29.0
7042,train2339,157,183,9,186,29.0
7043,train2339,0,183,21,186,29.0
7044,train2340,2,47,17,153,30.0
7045,train2340,2,47,48,153,30.0
7046,train2341,0,240,24,242,30.0
7047,train2341,55,105,19,242,30.0
7048,train2341,63,93,5,242,30.0
7049,train2342,0,297,24,298,30.0
7050,train2342,147,165,17,298,30.0
7051,train2342,147,296,48,298,30.0
7052,train2342,234,278,10,298,30.0
7053,train2343,66,232,11,242,30.0
7054,train2343,75,108,10,242,30.0
7055,train2343,144,177,10,242,30.0
7056,train2344,18,413,11,414,30.0
7057,train2344,0,107,8,414,30.0
7058,train2344,260,287,8,414,30.0
7059,train2344,368,392,9,414,30.0
7060,train2345,0,258,49,259,30.0
7061,train2345,73,117,29,259,30.0
7062,train2346,13,129,49,187,30.0
7063,train2346,54,77,8,187,30.0
7064,train2346,119,149,8,187,30.0
7065,train2347,31,96,7,409,30.0
7066,train2347,133,160,9,409,30.0
7067,train2347,160,215,8,409,30.0
7068,train2348,11,133,0,295,29.0
7069,train2348,80,160,49,295,29.0
7070,train2349,85,147,17,151,30.0
7071,train2349,85,147,8,151,30.0
7072,train2350,164,329,5,331,30.0
7073,train2350,0,135,0,331,30.0
7074,train2350,216,329,41,331,30.0
7075,train2350,0,329,24,331,30.0
7076,train2351,0,72,49,281,30.0
7077,train2351,54,142,27,281,30.0
7078,train2352,0,380,21,382,30.0
7079,train2352,144,189,9,382,30.0
7080,train2352,236,258,10,382,30.0
7081,train2353,0,374,21,375,30.0
7082,train2353,0,93,43,375,30.0
7083,train2354,0,85,0,334,29.0
7084,train2354,35,149,21,334,29.0
7085,train2354,43,89,8,334,29.0
7086,train2354,147,204,8,334,29.0
7087,train2354,261,333,21,334,29.0
7088,train2354,236,333,0,334,29.0
7089,train2355,0,449,21,450,30.0
7090,train2355,114,159,8,450,30.0
7091,train2355,368,393,8,450,30.0
7092,train2356,0,378,24,380,30.0
7093,train2356,186,234,8,380,30.0
7094,train2357,63,369,49,371,30.0
7095,train2357,0,78,10,371,30.0
7096,train2357,67,291,2,371,30.0
7097,train2358,27,149,17,238,30.0
7098,train2358,144,173,7,238,30.0
7099,train2359,0,241,21,243,30.0
7100,train2359,188,241,9,243,30.0
7101,train2360,0,57,9,241,30.0
7102,train2360,0,240,22,241,30.0
7103,train2361,0,261,24,262,30.0
7104,train2361,0,13,48,262,30.0
7105,train2361,0,23,8,262,30.0
7106,train2362,0,149,9,312,30.0
7107,train2362,84,199,7,312,30.0
7108,train2362,199,310,8,312,30.0
7109,train2363,0,226,8,372,30.0
7110,train2363,262,370,9,372,30.0
7111,train2363,55,188,19,372,30.0
7112,train2363,197,275,15,372,30.0
7113,train2363,356,370,19,372,30.0
7114,train2364,0,42,49,329,30.0
7115,train2364,28,328,21,329,30.0
7116,train2365,0,318,13,430,30.0
7117,train2365,171,192,10,430,30.0
7118,train2365,0,309,7,430,30.0
7119,train2366,1,185,24,338,30.0
7120,train2366,269,316,29,338,30.0
7121,train2366,310,337,30,338,30.0
7122,train2366,49,68,48,338,30.0
7123,train2366,83,107,17,338,30.0
7124,train2366,170,302,19,338,30.0
7125,train2366,299,331,12,338,30.0
7126,train2366,50,80,5,338,30.0
7127,train2367,78,162,25,178,30.0
7128,train2367,162,174,46,178,30.0
7129,train2367,147,165,7,178,30.0
7130,train2368,0,24,17,317,30.0
7131,train2368,0,145,23,317,30.0
7132,train2368,147,316,17,317,30.0
7133,train2369,33,122,9,316,30.0
7134,train2369,132,257,0,316,30.0
7135,train2369,231,306,8,316,30.0
7136,train2370,2,53,10,336,29.0
7137,train2370,170,189,7,336,29.0
7138,train2370,6,335,21,336,29.0
7139,train2371,0,17,12,234,29.0
7140,train2371,19,233,12,234,29.0
7141,train2371,19,85,34,234,29.0
7142,train2371,56,127,7,234,29.0
7143,train2372,0,161,9,321,30.0
7144,train2372,0,320,0,321,30.0
7145,train2372,0,62,50,321,30.0
7146,train2372,110,320,19,321,30.0
7147,train2373,0,303,25,308,29.0
7148,train2373,149,181,10,308,29.0
7149,train2373,286,303,9,308,29.0
7150,train2374,175,267,9,356,29.0
7151,train2374,265,354,10,356,29.0
7152,train2375,2,352,19,353,30.0
7153,train2375,0,59,8,353,30.0
7154,train2375,89,179,8,353,30.0
7155,train2375,230,320,8,353,30.0
7156,train2376,0,330,13,450,30.0
7157,train2376,311,448,7,450,30.0
7158,train2376,170,197,10,450,30.0
7159,train2377,92,210,8,415,30.0
7160,train2377,245,321,9,415,30.0
7161,train2377,245,321,2,415,30.0
7162,train2377,0,414,21,415,30.0
7163,train2378,0,95,23,323,30.0
7164,train2378,93,115,20,323,30.0
7165,train2378,114,321,23,323,30.0
7166,train2379,30,49,31,152,30.0
7167,train2379,48,84,9,152,30.0
7168,train2380,0,219,8,301,30.0
7169,train2380,155,261,17,301,30.0
7170,train2380,231,300,48,301,30.0
7171,train2381,2,245,19,300,30.0
7172,train2381,242,299,21,300,30.0
7173,train2381,0,147,8,300,30.0
7174,train2382,37,269,19,442,30.0
7175,train2382,267,437,49,442,30.0
7176,train2382,5,37,7,442,30.0
7177,train2382,196,248,7,442,30.0
7178,train2382,316,365,9,442,30.0
7179,train2383,0,118,8,336,30.0
7180,train2383,154,298,9,336,30.0
7181,train2383,304,334,8,336,30.0
7182,train2383,0,80,19,336,30.0
7183,train2383,89,167,15,336,30.0
7184,train2383,248,328,19,336,30.0
7185,train2384,0,28,19,284,30.0
7186,train2384,0,283,12,284,30.0
7187,train2385,39,87,9,450,30.0
7188,train2385,269,311,9,450,30.0
7189,train2385,389,449,8,450,30.0
7190,train2385,0,324,12,450,30.0
7191,train2385,351,449,12,450,30.0
7192,train2385,152,228,30,450,30.0
7193,train2386,171,339,19,341,29.0
7194,train2386,0,339,24,341,29.0
7195,train2387,2,294,12,296,29.0
7196,train2387,94,150,8,296,29.0
7197,train2388,0,288,32,289,30.0
7198,train2388,0,288,24,289,30.0
7199,train2389,0,348,25,352,30.0
7200,train2389,264,348,16,352,30.0
7201,train2390,24,165,9,333,30.0
7202,train2390,163,262,7,333,30.0
7203,train2390,0,330,21,333,30.0
7204,train2391,13,71,23,326,30.0
7205,train2391,62,321,21,326,30.0
7206,train2392,0,108,6,249,30.0
7207,train2392,105,248,38,249,30.0
7208,train2393,41,110,49,182,30.0
7209,train2393,41,135,2,182,30.0
7210,train2394,26,167,17,341,30.0
7211,train2394,165,292,24,341,30.0
7212,train2395,156,307,39,309,30.0
7213,train2395,0,101,0,309,30.0
7214,train2395,0,307,24,309,30.0
7215,train2396,0,327,24,330,30.0
7216,train2396,47,80,9,330,30.0
7217,train2396,125,162,8,330,30.0
7218,train2396,179,225,9,330,30.0
7219,train2397,0,348,19,349,30.0
7220,train2397,0,36,5,349,30.0
7221,train2397,0,348,1,349,30.0
7222,train2398,0,24,48,276,30.0
7223,train2398,20,274,21,276,30.0
7224,train2399,0,135,21,331,30.0
7225,train2399,210,330,49,331,30.0
7226,train2399,167,197,10,331,30.0
7227,train2400,0,369,25,370,30.0
7228,train2400,0,369,37,370,30.0
7229,train2401,0,29,8,315,30.0
7230,train2401,28,157,38,315,30.0
7231,train2402,0,331,24,332,29.0
7232,train2402,120,243,11,332,29.0
7233,train2402,244,286,37,332,29.0
7234,train2402,295,331,11,332,29.0
7235,train2402,110,153,8,332,29.0
7236,train2402,301,330,8,332,29.0
7237,train2403,89,116,23,153,30.0
7238,train2403,55,129,8,153,30.0
7239,train2404,0,131,11,287,30.0
7240,train2404,129,286,15,287,30.0
7241,train2405,207,419,19,421,30.0
7242,train2405,0,417,8,421,30.0
7243,train2406,53,219,9,333,30.0
7244,train2406,106,243,42,333,30.0
7245,train2406,232,301,46,333,30.0
7246,train2406,301,328,40,333,30.0
7247,train2407,7,348,49,353,30.0
7248,train2407,274,308,8,353,30.0
7249,train2408,0,61,29,429,30.0
7250,train2408,52,427,24,429,30.0
7251,train2409,0,31,23,351,29.0
7252,train2409,79,321,11,351,29.0
7253,train2409,51,141,8,351,29.0
7254,train2409,178,209,6,351,29.0
7255,train2409,274,311,7,351,29.0
7256,train2409,182,217,7,351,29.0
7257,train2410,0,209,41,450,30.0
7258,train2410,228,420,37,450,30.0
7259,train2410,0,362,24,450,30.0
7260,train2411,0,48,24,316,30.0
7261,train2411,45,194,27,316,30.0
7262,train2411,303,314,10,316,30.0
7263,train2411,153,311,9,316,30.0
7264,train2412,33,228,8,329,30.0
7265,train2412,279,324,42,329,30.0
7266,train2413,152,361,11,363,29.0
7267,train2413,0,361,24,363,29.0
7268,train2414,89,129,47,184,30.0
7269,train2414,122,180,43,184,30.0
7270,train2415,87,301,23,308,30.0
7271,train2415,100,135,8,308,30.0
7272,train2415,170,214,8,308,30.0
7273,train2416,0,413,24,414,30.0
7274,train2416,69,98,9,414,30.0
7275,train2417,31,55,8,147,29.0
7276,train2417,58,77,8,147,29.0
7277,train2417,77,142,22,147,29.0
7278,train2418,9,198,49,221,30.0
7279,train2418,165,183,30,221,30.0
7280,train2418,54,112,2,221,30.0
7281,train2418,147,202,2,221,30.0
7282,train2419,3,148,19,296,30.0
7283,train2419,3,291,9,296,30.0
7284,train2420,0,231,28,232,30.0
7285,train2420,65,231,19,232,30.0
7286,train2420,0,46,13,232,30.0
7287,train2420,0,57,8,232,30.0
7288,train2421,0,252,49,253,30.0
7289,train2421,0,18,27,253,30.0
7290,train2421,16,68,26,253,30.0
7291,train2422,37,115,19,349,30.0
7292,train2422,115,140,15,349,30.0
7293,train2422,206,266,19,349,30.0
7294,train2422,269,344,49,349,30.0
7295,train2422,140,313,24,349,30.0
7296,train2423,0,119,11,420,30.0
7297,train2423,116,354,21,420,30.0
7298,train2423,296,419,8,420,30.0
7299,train2424,182,214,19,370,30.0
7300,train2424,182,214,20,370,30.0
7301,train2424,278,368,8,370,30.0
7302,train2424,293,368,19,370,30.0
7303,train2425,32,110,19,233,30.0
7304,train2425,110,149,1,233,30.0
7305,train2426,0,59,8,421,30.0
7306,train2426,275,344,8,421,30.0
7307,train2426,156,420,22,421,30.0
7308,train2427,0,341,24,343,30.0
7309,train2427,90,120,19,343,30.0
7310,train2427,237,264,19,343,30.0
7311,train2427,0,63,9,343,30.0
7312,train2428,2,69,30,150,29.0
7313,train2428,29,77,8,150,29.0
7314,train2429,0,322,24,323,30.0
7315,train2429,159,203,7,323,30.0
7316,train2430,0,294,41,436,30.0
7317,train2430,75,218,4,436,30.0
7318,train2431,0,197,17,345,30.0
7319,train2431,0,98,4,345,30.0
7320,train2431,170,343,1,345,30.0
7321,train2432,0,309,49,310,30.0
7322,train2432,2,46,29,310,30.0
7323,train2432,158,183,30,310,30.0
7324,train2433,0,226,21,297,29.0
7325,train2433,1,102,0,297,29.0
7326,train2433,132,167,8,297,29.0
7327,train2433,205,248,29,297,29.0
7328,train2433,248,281,13,297,29.0
7329,train2433,280,296,14,297,29.0
7330,train2434,0,68,9,216,30.0
7331,train2434,45,108,44,216,30.0
7332,train2435,0,327,24,370,30.0
7333,train2435,183,244,8,370,30.0
7334,train2435,252,300,8,370,30.0
7335,train2435,324,369,8,370,30.0
7336,train2436,20,66,43,402,30.0
7337,train2436,75,393,11,402,30.0
7338,train2436,318,372,7,402,30.0
7339,train2437,281,348,24,353,30.0
7340,train2437,140,348,21,353,30.0
7341,train2437,134,174,10,353,30.0
7342,train2437,251,287,8,353,30.0
7343,train2437,296,321,10,353,30.0
7344,train2438,12,89,29,254,29.0
7345,train2438,185,223,29,254,29.0
7346,train2439,0,353,24,354,30.0
7347,train2439,0,353,21,354,30.0
7348,train2439,0,177,8,354,30.0
7349,train2440,60,109,8,295,29.0
7350,train2440,109,160,30,295,29.0
7351,train2440,149,201,13,295,29.0
7352,train2440,93,204,0,295,29.0
7353,train2441,2,14,17,154,30.0
7354,train2441,14,31,18,154,30.0
7355,train2442,95,240,12,241,29.0
7356,train2442,0,240,8,241,29.0
7357,train2443,41,101,9,214,30.0
7358,train2443,93,150,10,214,30.0
7359,train2444,0,24,8,335,30.0
7360,train2444,87,165,10,335,30.0
7361,train2444,0,180,19,335,30.0
7362,train2444,180,333,21,335,30.0
7363,train2445,0,271,17,273,30.0
7364,train2445,0,271,0,273,30.0
7365,train2446,0,319,21,321,30.0
7366,train2446,0,23,6,321,30.0
7367,train2447,0,447,17,451,30.0
7368,train2447,87,125,8,451,30.0
7369,train2447,222,272,9,451,30.0
7370,train2448,0,318,25,323,30.0
7371,train2448,131,318,49,323,30.0
7372,train2449,64,87,49,230,29.0
7373,train2449,64,87,27,230,29.0
7374,train2449,68,179,0,230,29.0
7375,train2450,0,248,12,250,29.0
7376,train2450,0,45,8,250,29.0
7377,train2451,135,195,35,277,30.0
7378,train2451,138,273,8,277,30.0
7379,train2452,0,149,8,265,30.0
7380,train2452,32,263,19,265,30.0
7381,train2453,0,108,49,268,30.0
7382,train2453,108,267,11,268,30.0
7383,train2454,0,177,19,348,30.0
7384,train2454,173,347,49,348,30.0
7385,train2454,0,47,7,348,30.0
7386,train2454,71,117,7,348,30.0
7387,train2454,213,246,7,348,30.0
7388,train2455,105,227,49,437,30.0
7389,train2455,219,324,7,437,30.0
7390,train2456,0,240,21,241,30.0
7391,train2456,0,240,24,241,30.0
7392,train2456,53,93,9,241,30.0
7393,train2457,0,58,11,268,29.0
7394,train2457,0,23,24,268,29.0
7395,train2458,0,51,8,233,30.0
7396,train2458,0,231,19,233,30.0
7397,train2459,219,375,30,444,30.0
7398,train2459,359,441,27,444,30.0
7399,train2460,125,249,24,274,30.0
7400,train2460,57,93,8,274,30.0
7401,train2460,129,158,8,274,30.0
7402,train2461,0,246,21,247,30.0
7403,train2461,0,23,5,247,30.0
7404,train2462,0,345,25,350,30.0
7405,train2462,57,93,8,350,30.0
7406,train2463,90,138,49,357,30.0
7407,train2463,176,353,21,357,30.0
7408,train2464,0,341,24,342,30.0
7409,train2464,0,35,32,342,30.0
7410,train2464,167,245,32,342,30.0
7411,train2464,29,155,0,342,30.0
7412,train2465,0,418,12,420,30.0
7413,train2465,0,51,8,420,30.0
7414,train2466,80,104,8,165,30.0
7415,train2466,101,162,24,165,30.0
7416,train2467,341,370,25,372,30.0
7417,train2467,116,221,19,372,30.0
7418,train2467,221,270,20,372,30.0
7419,train2467,14,68,8,372,30.0
7420,train2467,87,110,7,372,30.0
7421,train2467,126,156,2,372,30.0
7422,train2467,200,231,8,372,30.0
7423,train2467,293,333,10,372,30.0
7424,train2468,0,308,29,342,30.0
7425,train2468,2,173,19,342,30.0
7426,train2468,0,74,0,342,30.0
7427,train2468,275,341,8,342,30.0
7428,train2469,0,12,9,305,30.0
7429,train2469,101,195,5,305,30.0
7430,train2469,0,150,21,305,30.0
7431,train2469,143,303,19,305,30.0
7432,train2469,0,303,24,305,30.0
7433,train2470,0,400,25,401,30.0
7434,train2470,0,400,22,401,30.0
7435,train2470,0,23,6,401,30.0
7436,train2470,161,198,5,401,30.0
7437,train2470,197,281,6,401,30.0
7438,train2471,0,48,7,311,30.0
7439,train2471,15,153,49,311,30.0
7440,train2471,158,267,49,311,30.0
7441,train2471,267,309,13,311,30.0
7442,train2472,0,346,21,348,30.0
7443,train2472,171,224,9,348,30.0
7444,train2472,296,345,7,348,30.0
7445,train2473,0,22,21,400,30.0
7446,train2473,30,398,49,400,30.0
7447,train2473,0,47,1,400,30.0
7448,train2474,29,162,24,265,30.0
7449,train2474,33,54,10,265,30.0
7450,train2475,0,84,19,266,30.0
7451,train2475,0,22,5,266,30.0
7452,train2476,159,348,7,376,30.0
7453,train2476,174,348,19,376,30.0
7454,train2477,33,92,49,151,30.0
7455,train2477,32,81,2,151,30.0
7456,train2478,11,105,9,364,30.0
7457,train2478,102,158,6,364,30.0
7458,train2478,134,350,20,364,30.0
7459,train2478,203,359,8,364,30.0
7460,train2479,0,294,24,295,30.0
7461,train2479,279,294,8,295,30.0
